"%1","%1"
"This is not the name a store view is listed under in Stores > All Stores. It is the Store Name configuration setting, with the store's name as a fallback, and the two are edited in different places.","This is not the name a store view is listed under in Stores > All Stores. It is the Store Name configuration setting, with the store's name as a fallback, and the two are edited in different places."
"This is not the order number on the customer's confirmation. It is an internal key and means nothing to a recipient.","This is not the order number on the customer's confirmation. It is an internal key and means nothing to a recipient."
"This is the credit memo record rather than a piece of text. A template reads a field from it, as in creditmemo.increment_id, or passes it to another directive as $creditmemo.","This is the credit memo record rather than a piece of text. A template reads a field from it, as in creditmemo.increment_id, or passes it to another directive as $creditmemo."
"This is the invoice record rather than a piece of text. A template reads a field from it, as in invoice.increment_id, or passes it to another directive as $invoice.","This is the invoice record rather than a piece of text. A template reads a field from it, as in invoice.increment_id, or passes it to another directive as $invoice."
"This is the only default theme available to all store views, so it cannot be limited to one of them - every other store view would be left with no theme at all.","This is the only default theme available to all store views, so it cannot be limited to one of them - every other store view would be left with no theme at all."
"This is the order record rather than a piece of text. A template reads a field from it, as in order.increment_id, or passes it to another directive as $order.","This is the order record rather than a piece of text. A template reads a field from it, as in order.increment_id, or passes it to another directive as $order."
"This is the shipment record rather than a piece of text. A template reads a field from it, as in shipment.increment_id, or passes it to another directive as $shipment.","This is the shipment record rather than a piece of text. A template reads a field from it, as in shipment.increment_id, or passes it to another directive as $shipment."
"This value is handed to the template by the code that sends the message, not by a setting.","This value is handed to the template by the code that sends the message, not by a setting."
"This value is worked out in PHP while the message renders, so no single setting holds it.","This value is worked out in PHP while the message renders, so no single setting holds it."
"This version could not be previewed.","This version could not be previewed."
"This version could not be previewed. Please try again.","This version could not be previewed. Please try again."
"This version could not be restored.","This version could not be restored."
"This version could not be restored. Please try again.","This version could not be restored. Please try again."
"This version is read-only, so its formatting cannot be changed here.","This version is read-only, so its formatting cannot be changed here."
"This will be saved for the store view:","This will be saved for the store view:"
"This will be saved in the default configuration scope.","This will be saved in the default configuration scope."
"Tick the option that notifies the customer. Without it the senders assign an empty string and the message shows no comment.","Tick the option that notifies the customer. Without it the senders assign an empty string and the message shows no comment."
"To add something to the query string, add a parameter named _query_ followed by the name it should have, for instance _query_utm_source.","To add something to the query string, add a parameter named _query_ followed by the name it should have, for instance _query_utm_source."
"To change how any address is laid out, open Stores > Configuration > Customers > Customer Configuration > Address Templates and edit the HTML template.","To change how any address is laid out, open Stores > Configuration > Customers > Customer Configuration > Address Templates and edit the HTML template."
"To change how it is printed, use the formatting controls in this panel rather than typing after the vertical bar, so that only the formatting is rewritten.","To change how it is printed, use the formatting controls in this panel rather than typing after the vertical bar, so that only the formatting is rewritten."
"To change the address itself, open the order under Sales > Orders and edit its billing address.","To change the address itself, open the order under Sales > Orders and edit its billing address."
"To change the address itself, open the order under Sales > Orders and edit its shipping address.","To change the address itself, open the order under Sales > Orders and edit its shipping address."
"To change the value itself, change the record it is read from - the order, the customer, the store configuration. Nothing in the template writes it.","To change the value itself, change the record it is read from - the order, the customer, the store configuration. Nothing in the template writes it."
"To change what future orders record, adjust the carrier's method titles under Stores > Configuration > Sales > Delivery Methods.","To change what future orders record, adjust the carrier's method titles under Stores > Configuration > Sales > Delivery Methods."
"To change what it contains, change the record the message is about.","To change what it contains, change the record the message is about."
"To change what the block is given, change the parameters on the directive; each one is handed to the block as data under its own name.","To change what the block is given, change the parameters on the directive; each one is handed to the block as data under its own name."
"To change which status an order is in, open it under Sales > Orders.","To change which status an order is in, open it under Sales > Orders."
"To point somewhere else, change the route in the directive itself, keeping $store as the first argument so the link stays on the right store view.","To point somewhere else, change the route in the directive itself, keeping $store as the first argument so the link stays on the right store view."
"To print something else, pick another variable from the variable chooser. That list is what the code sending this particular message makes available; a name that is not on it prints nothing.","To print something else, pick another variable from the variable chooser. That list is what the code sending this particular message makes available; a name that is not on it prints nothing."
"Translations come from the language pack of the store view's locale. Add or change the row for this text there, then flush the translation cache.","Translations come from the language pack of the store view's locale. Add or change the row for this text there, then flush the translation cache."
"Turns the newline characters in a value into line break tags. The filter registers this name without a callback of its own, so what runs is PHP's own nl2br function, called with the value and nothing else. It takes no arguments, and a newline filter registered elsewhere in Magento is not what an email template uses.","Turns the newline characters in a value into line break tags. The filter registers this name without a callback of its own, so what runs is PHP's own nl2br function, called with the value and nothing else. It takes no arguments, and a newline filter registered elsewhere in Magento is not what an email template uses."
"Undocumented {{%1}} directive","Undocumented {{%1}} directive"
"Unknown origin","Unknown origin"
"Unlike the width, the shipped header sets no height at all when nothing is configured; the picture keeps its own proportions.","Unlike the width, the shipped header sets no height at all when nothing is configured; the picture keeps its own proportions."
"Unlike {{css}}, a missing or empty file parameter stops the message with an error rather than leaving a comment behind.","Unlike {{css}}, a missing or empty file parameter stops the message with an error rather than leaving a comment behind."
"Unpublished draft — publish to apply","Unpublished draft — publish to apply"
"Unrecognised directive","Unrecognised directive"
"Unsubscribe link","Unsubscribe link"
"Untitled Draft","Untitled Draft"
"Value of this custom variable","Value of this custom variable"
"Values of the ""%1"" kind cannot be changed from the email template editor.","Values of the ""%1"" kind cannot be changed from the email template editor."
"Version Comment","Version Comment"
"Version History","Version History"
"Version ID is required.","Version ID is required."
"Version has no template content.","Version has no template content."
"View published version","View published version"
"Web address","Web address"
"What appears here is decided by the payment method. Its title comes from Stores > Configuration > Sales > Payment Methods.","What appears here is decided by the payment method. Its title comes from Stores > Configuration > Sales > Payment Methods."
"What is this variable?","What is this variable?"
"What the block prints comes from its own template file. To change it, override that template in your theme rather than editing anything here.","What the block prints comes from its own template file. To change it, override that template in your theme rather than editing anything here."
"What the handle produces is decided by the layout XML files that declare it. Add or override that layout XML in your theme or module.","What the handle produces is decided by the layout XML files that declare it. Add or override that layout XML in your theme or module."
"What the message shows is not reliably what is stored: a value that matches a region record is replaced by that region's name, and one that does not is printed as it was typed. Which of the two happened is not visible from the message.","What the message shows is not reliably what is stored: a value that matches a region record is replaced by that region's name, and one that does not is printed as it was typed. Which of the two happened is not visible from the message."
"What the message shows is not what is stored. The setting holds a country code and the message shows the country's name, so the two never look alike and the printed value cannot be typed back into the setting.","What the message shows is not what is stored. The setting holds a country code and the message shows the country's name, so the two never look alike and the printed value cannot be typed back into the setting."
"What the visitor wrote in the contact form's message box.","What the visitor wrote in the contact form's message box."
"What to do about this","What to do about this"
"What to write instead","What to write instead"
"When a message is rendered with no template variables assigned at all, the directive is left in the output exactly as it was written instead of being replaced.","When a message is rendered with no template variables assigned at all, the directive is left in the output exactly as it was written instead of being replaced."
"When both an http and an https parameter are given, each really has to begin with its own scheme. If either does not, sending the message fails with an error instead of falling back to the other one.","When both an http and an https parameter are given, each really has to begin with its own scheme. If either does not, sending the message fails with an error instead of falling back to the other one."
"When enabled, template overrides will be applied to transactional emails and the editor redirect will be active.","When enabled, template overrides will be applied to transactional emails and the editor redirect will be active."
"When no country is chosen the directive prints nothing at all, rather than printing a code or leaving the directive visible.","When no country is chosen the directive prints nothing at all, rather than printing a code or leaving the directive visible."
"When no translation exists for the store view's language the text is printed exactly as it was written, so an untranslated string and a missing dictionary look the same.","When no translation exists for the store view's language the text is printed exactly as it was written, so an untranslated string and a missing dictionary look the same."
"When the basket never got as far as choosing a method, there is no title to read and the value is empty.","When the basket never got as far as choosing a method, there is no title to read and the value is empty."
"When the config_path parameter is missing, the words {Error in template processing} are printed into the message instead of the include failing.","When the config_path parameter is missing, the words {Error in template processing} are printed into the message instead of the include failing."
"When the file cannot be loaded, or compiles to nothing, the directive leaves a CSS comment in the message rather than reporting an error.","When the file cannot be loaded, or compiles to nothing, the directive leaves a CSS comment in the message rather than reporting an error."
"When the file is missing, fails to compile, or compiles to nothing, the directive leaves a CSS comment in the message rather than reporting an error, so the message still sends and simply arrives unstyled.","When the file is missing, fails to compile, or compiles to nothing, the directive leaves a CSS comment in the message rather than reporting an error, so the message still sends and simply arrives unstyled."
"When the message was composed","When the message was composed"
"When the name after in does not come back as a list, the directive is left in the message exactly as it was written, closing tag and all.","When the name after in does not come back as a list, the directive is left in the message exactly as it was written, closing tag and all."
"Where it comes from","Where it comes from"
"Where the message is sent is set under Stores > Configuration > General > Contacts.","Where the message is sent is set under Stores > Configuration > General > Contacts."
"Where the payment was attempted","Where the payment was attempted"
"Where this value comes from","Where this value comes from"
"Where to change it","Where to change it"
"Whether a directive this panel cannot read still renders is decided by the email template filter, not here, so check it against a preview before changing it.","Whether a directive this panel cannot read still renders is decided by the email template filter, not here, so check it against a preview before changing it."
"Whether an order is virtual follows from the products on it. Change the product types under Catalog > Products if future orders should be treated differently.","Whether an order is virtual follows from the products on it. Change the product types under Catalog > Products if future orders should be treated differently."
"Which checkout the failed payment was made through.","Which checkout the failed payment was made through."
"Which name parts appear at all is decided by Stores > Configuration > Customers > Customer Configuration > Name and Address Options.","Which name parts appear at all is decided by Stores > Configuration > Customers > Customer Configuration > Name and Address Options."
"Why the payment failed","Why the payment failed"
"With neither a class nor an id parameter the directive prints nothing.","With neither a class nor an id parameter the directive prints nothing."
"With no parameters the directive prints just the scheme. With a url parameter it prints the scheme, then ://, then the parameter. With both an http and an https parameter it prints whichever of the two matches. A store parameter chooses which store view to ask.","With no parameters the directive prints just the scheme. With a url parameter it prints the scheme, then ://, then the parameter. With both an http and an https parameter it prints whichever of the two matches. A store parameter chooses which store view to ask."
"Without a file parameter the directive leaves a CSS comment saying so, in the message itself.","Without a file parameter the directive leaves a CSS comment saying so, in the message itself."
"Worked out in code","Worked out in code"
"Working...","Working..."
"Worth knowing","Worth knowing"
"Write {{var store.store_id}}, which reads the value the store record actually carries.","Write {{var store.store_id}}, which reads the value the store record actually carries."
"Written to:","Written to:"
"You are editing a draft — these changes are not live yet. A different published version is still being sent. Publish this draft to make it live.","You are editing a draft — these changes are not live yet. A different published version is still being sent. Publish this draft to make it live."
"You are viewing the published (live) version. Your unpublished draft has newer changes that are not live yet.","You are viewing the published (live) version. Your unpublished draft has newer changes that are not live yet."
"draft pending","draft pending"
"not a modifier the renderer implements","not a modifier the renderer implements"
"nothing","nothing"
"variables","variables"
"{{var store.formatted_address}} prints exactly the same thing. Both spellings are read as the same value, and neither is more correct than the other.","{{var store.formatted_address}} prints exactly the same thing. Both spellings are read as the same value, and neither is more correct than the other."
"{{var store.frontend_name}} prints exactly the same thing. Both spellings are read as the same value.","{{var store.frontend_name}} prints exactly the same thing. Both spellings are read as the same value."
